LEIM1,LEIM2,LEIM3,TaxaID
-0.026172459064904757,-0.0051205539377189874,0.0029128926446602274,A
-0.013038689016539328,-0.0027274241311162667,0.0015143865859165075,B
-0.0399553213856076,-8.376135385346027e-4,4.2653594615558196e-4,C
-0.09312348974828179,-0.014430967000895764,0.02239455324153562,E
-0.08846084049474708,-5.744294920984202e-4,4.371079611347399e-4,F
-0.07987522608564834,-0.007798366796121503,6.519920404839214e-4,G
-0.04814260190980232,-0.002017311125302252,0.002939185372133365,H
-0.11414286804342715,-0.26585879908307225,-0.7809230859046499,K
-0.11377253248337794,-0.03411209174747913,0.525732535281167,L
-0.0036301043958481584,-4.2363158290169777e-4,1.7957080587418785e-4,M
-0.11330646921508332,-0.07733245573198848,-0.046326266733783324,N
-0.10841159565064833,-0.4426289410235239,0.32861337650010436,R
-0.11155643095527541,0.8520231132585074,-0.05569213840916161,S
0.9535886284491922,0.001839471932245491,-0.0028606453315704466,Z
